127.0.0.1 - - [29/Jan/2024:12:06:35 +0200] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:34:33 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:34:58 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:34:58 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:35:32 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2807
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:35:36 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 1757
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:36:10 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:36:12 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:36:14 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 930
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:36:59 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:15 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2798
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:38 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2798
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:41 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:41 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:42 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:47 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2417
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:53 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2417
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:54 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:54 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:37:56 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:03 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3202
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:09 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3202
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:12 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:12 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:13 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:17 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:22 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:22 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:24 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:31 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3202
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:34 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=4&type=student HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:37 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:38 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:38:59 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:05 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:10 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:16 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:18 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:49 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:51 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:51 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:52 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:39:57 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 885
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:41:22 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:41:23 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:41:23 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:41:38 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:42:50 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:42:52 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1175
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:43:13 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 500 2982
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:43:22 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 1607
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:03 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1175
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:07 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1175
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:11 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1175
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:19 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:27 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 500 2982
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:44:32 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 1833
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:03 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 500 2982
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:09 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 2064
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:15 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:17 +0200] "GET /ProjectLibary/ShowAllExistStudents? HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:28 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:41 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 500 2982
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:48 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:47:54 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:21 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 613
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:27 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:27 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:30 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:34 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=g&password=dre&type=worker HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:35 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:40 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:48:42 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 870
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:49:13 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 874
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:49:16 +0200] "POST /ProjectLibary/registration/controller/BooksServlet HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:49:18 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:01 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:02 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:03 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:14 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:15 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:15 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:16 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:17 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:17 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:17 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:18 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:18 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:19 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:50:19 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:34 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:34 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:34 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:35 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
127.0.0.1 - - [29/Jan/2024:13:51:48 +0200] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:49 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:51:51 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:01 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:04 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3048
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:09 +0200] "POST /ProjectLibary/AddBook.jsp HTTP/1.1" 200 874
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:12 +0200] "GET /ProjectLibary/registration/controller/BooksServlet? HTTP/1.1" 200 3048
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:14 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:52:48 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 4904
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:53:50 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:53:52 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=g&password=dre&type=student HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:53:54 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=74&type=student HTTP/1.1" 200 638
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:53:59 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:21 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=g&password=dre&type=student HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:23 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=74&type=student HTTP/1.1" 200 638
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:26 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 404 683
127.0.0.1 - - [29/Jan/2024:13:54:35 +0200] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:36 +0200] "GET /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 405 752
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:36 +0200] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:43 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:43 +0200] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:45 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:52 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:56 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3170
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:54:59 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 1888
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:03 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:05 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:10 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:16 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:27 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=4&type=student HTTP/1.1" 200 1382
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:55:34 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:58:17 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:58:49 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:10 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:13 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:18 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:20 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=66&type=student HTTP/1.1" 200 2013
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:24 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:28 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:30 +0200] "GET /ProjectLibary/registration/controller/StudentServlet?userName=a&password=a&type=student HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:31 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:50 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:54 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:00:54 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:05 +0200] "POST /ProjectLibary HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:05 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:06 +0200] "GET /ProjectLibary/LoginTeacher.jsp? HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:10 +0200] "GET /ProjectLibary/registration/controller/TeacherServlet?userName=q&password=q&type=teacher HTTP/1.1" 200 2775
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:15 +0200] "POST /ProjectLibary/registration/controller/BorrowServlet HTTP/1.1" 200 2775
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:17 +0200] "GET /ProjectLibary/registration/controller/HistoryServlet?idPerson=4&type=student HTTP/1.1" 200 1506
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:20 +0200] "GET /ProjectLibary/HomePage.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:22 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:32 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:34 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:44 +0200] "POST /ProjectLibary/Registration.jsp HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:01:51 +0200] "POST /ProjectLibary/registration/controller/StudentServlet HTTP/1.1" 200 2299
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:01 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:02 +0200] "GET /ProjectLibary/ShowAllExistStudents? HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:10 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:14 +0200] "GET /ProjectLibary/ShowAllExistStudents? HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:32 +0200] "GET /ProjectLibary/ HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:32 +0200] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:36 +0200] "GET /ProjectLibary/LoginStudent.jsp? HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:41 +0200] "GET /ProjectLibary/LoginWorker.jsp? HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:44 +0200] "GET /ProjectLibary/registration/controller/LibraryWorkerServlet?userName=a&password=a&type=worker HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:46 +0200] "GET /ProjectLibary/registration/controller/ShowAllExistStudents? HTTP/1.1" 200 5226
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:02:50 +0200] "POST /ProjectLibary/registration/controller/DeleteStudentServlet HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:03:39 +0200] "GET /ProjectLibary/libraryWorker.jsp?mainPage=%D7%97%D7%96%D7%A8%D7%94+%D7%9C%D7%93%D7%A3+%D7%94%D7%91%D7%99%D7%AA HTTP/1.1" 200 776
